,entrezid
8877,57477
8878,3017
8879,995
8880,8365
8881,129531
8882,9669
8883,158787
8884,286527
8885,375307
8886,55571
8887,3745
8888,340348
8889,9542
8890,23382
8891,9334
8892,912
8893,9825
8894,55199
8895,55567
8896,653361
8897,90121
8898,55607
8899,124245
8900,130617
8901,81544
8902,1780
8903,222068
8904,84919
8905,26958
8906,56946
8907,137964
8908,168507
8909,9753
8910,8407
8911,2005
8912,56833
8913,85414
8914,54935
8915,115992
8916,4681
8917,50848
8918,7391
8919,124044
8920,4817
8921,9191
8922,92822
8923,10361
8924,1896
8925,8822
8926,127731
8927,978
8928,65018
8929,8703
8930,2039
8931,9507
8932,64760
8933,4720
8934,2207
8935,336
8936,84134
8937,4359
8938,57805
8939,57685
8940,56990
8941,51735
8942,2035
8943,54069
8944,79053
8945,54461
8946,56683
8947,8867
8948,94104
8949,3455
8950,124995
8951,3460
8952,2618
8953,6651
8954,29980
8955,9900
8956,3898
8957,6781
8958,7135
8959,1465
8960,10481
8961,9992
8962,516
8963,1827
8964,65264
8965,148523
8966,11267
8967,54102
8968,149473
8969,861
8970,10642
8971,2695
8972,873
8973,874
8974,70
8975,23515
8976,8208
8977,6493
8978,3141
8979,342096
8980,80274
8981,201176
8982,83440
8983,5763
8984,283748
8985,51094
8986,51706
8987,5710
8988,23400
8989,130951
8990,5692
8991,79190
8992,7832
8993,3099
8994,715
8995,8659
8996,57519
8997,117145
8998,7062
8999,197131
9000,267
9001,112950
9002,266747
9003,64843
9004,89970
9005,149483
9006,60313
9007,8883
9008,51249
9009,84229
9010,1636
9011,374739
9012,9813
9013,10417
9014,84303
9015,1487
9016,55282
9017,51673
9018,29800
9019,9114
9020,57732
9021,146206
9022,388284
9023,9715
9024,6002
9025,5681
9026,7791
9027,29
9028,284348
9029,150275
9030,7773
9031,203260
9032,7673
9033,4882
9034,7638
9035,353355
9036,9310
9037,10020
9038,115650
9039,2909
9040,5739
9041,808
9042,1676
9043,79140
9044,55721
9045,56063
9046,55108
9047,653121
9048,83858
9049,29101
9050,118424
9051,149076
9052,252995
9053,27151
9054,2063
9055,126549
9056,131076
9057,203547
9058,8997
9059,148113
9060,9619
9061,89765
9062,54020
9063,5152
9064,10785
9065,4731
9066,5316
9067,875
9068,7307
9069,11077
9070,23076
9071,8566
9072,2539
9073,1476
9074,8568
9075,56894
9076,7109
9077,139716
9078,8209
9079,23308
9080,326
9081,755
9082,7617
9083,81543
9084,3689
9085,85395
9086,5900
9087,10841
9088,84221
9089,4047
9090,7410
9091,8888
9092,54058
9093,5116
9094,23181
9095,6285
9096,3275
9097,125875
9098,7757
9099,11093
9100,11094
9101,11182
9102,388561
9103,138162
9104,148206
9105,26086
9106,126526
9107,147746
9108,286207
9109,27433
9110,30815
9111,92799
9112,112724
9113,10444
9114,84885
9115,29941
9116,57731
9117,84446
9118,125965
9119,147744
9120,84814
9121,57551
9122,9442
9123,162989
9124,23387
9125,196264
9126,284086
9127,116238
9128,9159
9129,6294
9130,917
9131,6271
9132,26097
9133,643
9134,51043
9135,80308
9136,6464
9137,55823
9138,79671
9139,103
9140,3570
9141,55585
9142,1141
9143,200186
9144,55129
9145,2224
9146,23623
9147,10712
9148,79957
9149,11243
9150,9673
9151,4000
9152,1234
9153,23218
9154,151903
9155,5745
9156,56893
9157,4634
9158,221908
9159,54865
9160,149499
9161,115352
9162,2264
9163,1576
9164,1551
9165,112939
9166,54742
9167,9592
9168,84124
9169,10898
9170,4061
9171,51160
9172,4796
9173,5731
9174,84939
9175,9401
9176,9684
9177,84449
9178,84988
9179,8928
9180,80228
9181,54784
9182,10603
9183,51149
9184,8878
9185,11282
9186,6132
9187,9794
9188,222229
9189,222235
9190,222236
9191,5701
9192,60680
9193,126321
9194,373856
9195,150223
9196,164592
9197,1857
9198,1173
9199,55324
9200,5130
9201,126433
9202,93099
9203,199746
9204,622
9205,199745
9206,1346
9207,84911
9208,115399
9209,57125
9210,93210
9211,22806
9212,2905
9213,2232
9214,29115
9215,51
9216,5635
9217,114757
9218,6427
9219,84765
9220,55260
9221,317719
9222,147872
9223,126133
9224,3678
9225,114132
9226,25946
9227,4356
9228,126123
9229,162417
9230,124801
9231,92591
9232,284361
9233,126119
9234,50944
9235,284069
9236,80174
9237,113026
9238,91010
9239,29127
9240,113251
9241,160622
9242,125950
9243,256126
9244,147841
9245,117283
9246,221496
9247,115950
9248,400569
9249,58191
9250,388325
9251,255877
9252,8741
9253,26168
9254,2256
9255,1973
9256,6154
9257,146849
9258,51728
9259,79622
9260,197335
9261,339123
9262,124093
9263,90864
9264,254528
9265,80178
9266,899
9267,57465
9268,51005
9269,4917
9270,146439
9271,124222
9272,114984
9273,7627
9274,115
9275,22941
9276,81570
9277,10825
9278,220002
9279,220004
9280,80150
9281,2785
9282,51035
9283,79081
9284,283237
9285,10629
9286,10482
9287,6811
9288,283130
9289,6159
9290,3699
9291,84447
9292,7542
9293,8986
9294,4041
9295,219931
9296,10158
9297,6886
9298,51727
9299,79656
9300,65260
9301,79699
9302,6512
9303,54987
9304,4116
9305,26027
9306,338094
9307,25973
9308,7809
9309,23358
9310,8613
9311,79707
9312,5563
9313,9903
9314,57643
9315,10691
9316,50651
9317,57190
9318,205
9319,3716
9320,55225
9321,11330
9322,84328
9323,116362
9324,54751
9325,284723
9326,22977
9327,374946
9328,10630
9329,9249
9330,4146
9331,7805
9332,9672
9333,553115
9334,81493
9335,5928
9336,57648
9337,81629
9338,255104
9339,127733
9340,55450
9341,249
9342,54361
9343,6339
9344,54587
9345,199990
9346,1953
9347,9077
9348,127795
9349,4774
9350,115209
9351,114803
9352,83941
9353,7398
9354,8880
9355,91624
9356,11080
9357,64123
9358,127255
9359,127253
9360,51375
9361,8707
9362,22854
9363,284611
9364,113802
9365,254268
9366,148423
9367,126820
9368,2634
9369,127002
9370,115361
9371,284695
9372,164045
9373,2672
9374,343450
9375,178
9376,7412
9377,2135
9378,148867
9379,23528
9380,10092
9381,57863
9382,114548
9383,84838
9384,25893
9385,93185
9386,4921
9387,8682
9388,5824
9389,23385
9390,57216
9391,114836
9392,25903
9393,127943
9394,126823
9395,148304
9396,28982
9397,467
9398,64783
9399,79961
9400,126859
9401,51278
9402,25992
9403,10380
9404,128153
9405,79762
9406,148362
9407,100288142
9408,51205
9409,55083
9410,64216
9411,163882
9412,129285
9413,148811
9414,91461
9415,165140
9416,23498
9417,148789
9418,9261
9419,11009
9420,9214
9421,5284
9422,824
9423,128308
9424,80232
9425,5966
9426,150962
9427,5194
9428,84542
9429,51127
9430,130132
9431,27185
9432,51072
9433,84661
9434,129450
9435,79568
9436,3754
9437,130814
9438,26225
9439,151354
9440,3760
9441,130162
9442,2487
9443,142679
9444,112942
9445,129401
9446,165055
9447,151112
9448,150726
9449,72
9450,80304
9451,79677
9452,7447
9453,90557
9454,3020
9455,554226
9456,56997
9457,151473
9458,150483
9459,2019
9460,6443
9461,132671
9462,115677
9463,200373
9464,130367
9465,3625
9466,129446
9467,129880
9468,56916
9469,10611
9470,285555
9471,23248
9472,200539
9473,1520
9474,4487
9475,133015
9476,149428
9477,114905
9478,388695
9479,79005
9480,29765
9481,6944
9482,2071
9483,284996
9484,55677
9485,388962
9486,10602
9487,6282
9488,90957
9489,9938
9490,151195
9491,7855
9492,54876
9493,132789
9494,152559
9495,152519
9496,118429
9497,113510
9498,51023
9499,8545
9500,84142
9501,151556
9502,92196
9503,10654
9504,57326
9505,9076
9506,90780
9507,204851
9508,127579
9509,149095
9510,1293
9511,55765
9512,55249
9513,84541
9514,285203
9515,56203
9516,128240
9517,56983
9518,55356
9519,886
9520,476
9521,6565
9522,317649
9523,116064
9524,11167
9525,25802
9526,1999
9527,92703
9528,92691
9529,3490
9530,80128
9531,200185
9532,10109
9533,128229
9534,7203
9535,84283
9536,6746
9537,64320
9538,27148
9539,134
9540,152110
9541,285025
9542,57650
9543,57703
9544,64343
9545,7048
9546,55139
9547,79885
9548,2199
9549,79411
9550,201595
9551,131474
9552,23114
9553,115350
9554,151246
9555,5274
9556,23122
9557,8802
9558,81788
9559,6708
9560,5584
9561,149628
9562,3428
9563,151651
9564,56648
9565,200916
9566,151742
9567,130026
9568,23429
9569,151987
9570,131450
9571,29083
9572,25871
9573,152185
9574,57577
9575,8618
9576,4825
9577,1040
9578,23001
9579,285521
9580,5783
9581,132204
9582,213
9583,132200
9584,132989
9585,80145
9586,6314
9587,9861
9588,166336
9589,56999
9590,152926
9591,131831
9592,8833
9593,25976
9594,57018
9595,5806
9596,8820
9597,7871
9598,6133
9599,201895
9600,11102
9601,57406
9602,1776
9603,200844
9604,54502
9605,323
9606,132014
9607,84818
9608,78987
9609,285368
9610,26577
9611,23350
9612,64419
9613,151613
9614,2921
9615,6374
9616,441024
9617,2919
9618,25898
9619,57047
9620,339965
9621,2992
9622,84343
9623,11073
9624,6259
9625,54861
9626,150921
9627,7349
9628,130557
9629,22950
9630,151056
9631,245711
9632,57456
9633,56992
9634,23160
9635,51304
9636,64866
9637,7123
9638,54716
9639,54585
9640,79443
9641,1230
9642,79442
9643,54859
9644,51725
9645,151636
9646,7707
9647,349565
9648,113444
9649,9204
9650,131601
9651,55689
9652,80149
9653,64769
9654,79753
9655,7802
9656,5437
9657,28999
9658,94032
9659,200879
9660,90407
9661,6184
9662,59343
9663,26508
9664,55764
9665,5984
9666,116832
9667,8314
9668,7086
9669,5580
9670,91869
9671,51460
9672,26354
9673,55193
9674,57654
9675,23272
9676,50650
9677,7884
9678,4043
9679,200931
9680,26043
9681,165918
9682,54965
9683,4241
9684,84448
9685,64789
9686,79078
9687,114625
9688,51058
9689,9255
9690,166929
9691,23173
9692,79982
9693,3015
9694,51705
9695,150159
9696,133308
9697,56898
9698,10424
9699,993
9700,51385
9701,285231
9702,5364
9703,79714
9704,84126
9705,51246
9706,10252
9707,8927
9708,327
9709,27152
9710,63891
9711,22824
9712,256471
9713,80167
9714,84315
9715,4486
9716,23132
9717,51368
9718,2912
9719,1849
9720,25886
9721,132160
9722,80335
9723,5308
9724,401152
9725,8492
9726,9348
9727,3148
9728,8819
9729,11341
9730,9464
9731,4085
9732,308
9733,132332
9734,79884
9735,2982
9736,26269
9737,80817
9738,140458
9739,55314
9740,51313
9741,80155
9742,3600
9743,729830
9744,27236
9745,23379
9746,64399
9747,10393
9748,6059
9749,54726
9750,11157
9751,55751
9752,90826
9753,3673
9754,4338
9755,10085
9756,153396
9757,79993
9758,91942
9759,133923
9760,92255
9761,202151
9762,25836
9763,285671
9764,84059
9765,91137
9766,134429
9767,5229
9768,2151
9769,153733
9770,651746
9771,134147
9772,401207
9773,133619
9774,2150
9775,55109
9776,55255
9777,4724
9778,117156
9779,11082
9780,134266
9781,166979
9782,153642
9783,22836
9784,493869
9785,81789
9786,256987
9787,133121
9788,836
9789,201973
9790,51752
9791,64167
9792,202333
9793,133584
9794,57587
9795,253260
9796,167153
9797,1879
9798,57763
9799,134510
9800,84135
9801,7098
9802,3818
9803,10412
9804,84340
9805,133957
9806,94234
9807,23305
9808,23176
9809,134549
9810,2661
9811,27089
9812,116842
9813,375519
9814,10559
9815,2898
9816,115004
9817,2173
9818,167838
9819,10370
9820,153222
9821,285761
9822,94081
9823,154075
9824,114801
9825,57107
9826,134957
9827,133396
9828,79722
9829,135250
9830,221476
9831,221955
9832,23366
9833,9263
9834,29896
9835,55568
9836,79685
9837,6208
9838,348980
9839,91977
9840,10466
9841,154743
9842,54329
9843,10569
9844,6100
9845,9232
9846,819
9847,168667
9848,285613
9849,221458
9850,7559
9851,222962
9852,26872
9853,55536
9854,54468
9855,222223
9856,25862
9857,94120
9858,154865
9859,23462
9860,619279
9861,2171
9862,117289
9863,1278
9864,84624
9865,26266
9866,25798
9867,22853
9868,1508
9869,10395
9870,107
9871,157773
9872,3174
9873,5828
9874,5885
9875,90390
9876,4982
9877,157869
9878,5260
9879,27012
9880,114788
9881,23514
9882,5001
9883,54919
9884,734
9885,23353
9886,55074
9887,115330
9888,2852
9889,202915
9890,4846
9891,79778
9892,26173
9893,1020
9894,6522
9895,10922
9896,83590
9897,154791
9898,51808
9899,501
9900,221937
9901,1345
9902,116039
9903,7534
9904,79870
9905,8323
9906,115908
9907,81034
9908,25879
9909,94241
9910,55656
9911,25962
9912,158326
9913,2669
9914,54704
9915,91147
9916,9897
9917,138716
9918,203259
9919,84688
9920,6619
9921,57462
9922,318
9923,157378
9924,11168
9925,203238
9926,51271
9927,54769
9928,6850
9929,55335
9930,19
9931,4783
9932,137994
9933,55798
9934,2395
9935,79698
9936,137835
9937,256691
9938,57094
9939,116328
9940,117531
9941,216
9942,221656
9943,138050
9944,158158
9945,80318
9946,55582
9947,84267
9948,3190
9949,79987
9950,55503
9951,203286
9952,84302
9953,11244
9954,6990
9955,155368
9956,58526
9957,158401
9958,158405
9959,139411
9960,140456
9961,57526
9962,5277
9963,2277
9964,158131
9965,55342
9966,26130
9967,84270
9968,538
9969,195828
9970,22829
9971,139324
9972,4712
9973,364
9974,65083
9975,360
9976,158234
9977,7415
9978,84720
9979,30968
9980,254065
9981,26050
9982,9833
9983,219681
9984,220213
9985,94134
9986,120114
9987,143279
9988,84889
9989,254170
9990,203522
9991,9075
9992,145581
9993,474354
9994,171546
9995,7486
9996,220972
9997,1073
9998,10910
9999,2957
10000,219654
10001,283209
10002,84457
10003,220963
10004,3636
10005,51084
10006,221035
10007,220296
10008,221150
10009,221154
10010,220042
10011,51585
10012,63876
10013,122769
10014,6166
10015,55172
10016,11067
10017,139081
10018,7570
10019,23588
10020,161436
10021,9147
10022,84881
10023,382
10024,123016
10025,122945
10026,219287
10027,83592
10028,89890
10029,158584
10030,11164
10031,51339
10032,222389
10033,509
10034,8559
10035,83860
10036,196740
10037,7417
10038,118881
10039,6571
10040,118987
10041,84858
10042,23172
10043,169714
10044,63877
10045,64324
10046,10935
10047,10495
10048,27069
10049,6621
10050,120939
10051,23203
10052,10807
10053,158067
10054,11092
10055,7248
10056,3251
10057,118426
10058,138311
10059,116225
10060,219736
10061,5979
10062,9188
10063,9790
10064,282974
10065,57608
10066,65991
10067,90809
10068,64745
10069,57447
10070,55701
10071,26012
10072,51222
10073,160419
10074,840
10075,145376
10076,153579
10077,55088
10078,340706
10079,56339
10080,6297
10081,118471
10082,142940
10083,220081
10084,53349
10085,143379
10086,259217
10087,10023
10088,80019
10089,26287
10090,144455
10091,143872
10092,122961
10093,283310
10094,29763
10095,145567
10096,91252
10097,5702
10098,5913
10099,79841
10100,123036
10101,53981
10102,341346
10103,64112
10104,122509
10105,3429
10106,79789
10107,29951
10108,120935
10109,9317
10110,389941
10111,783
10112,9200
10113,221079
10114,56935
10115,85459
10116,79101
10117,25841
10118,27291
10119,154810
10120,5654
10121,3990
10122,9702
10123,255394
10124,161742
10125,11245
10126,83700
10127,116173
10128,112937
10129,170689
10130,55530
10131,84706
10132,81693
10133,51762
10134,121457
10135,27079
10136,55662
10137,4714
10138,84936
10139,6692
10140,2200
10141,552
10142,120863
10143,29117
10144,1152
10145,115708
10146,8945
10147,27343
10148,9529
10149,25911
10150,55323
10151,8539
10152,57567
10153,79803
10154,123228
10155,9221
10156,221120
10157,9318
10158,2562
10159,8879
10160,10818
10161,10576
10162,5092
10163,25820
10164,146562
10165,79827
10166,55800
10167,1353
10168,7753
10169,196951
10170,252983
10171,116159
10172,8065
10173,54838
10174,119032
10175,717
10176,79156
10177,55273
10178,119504
10179,6609
10180,322
10181,79933
10182,25961
10183,160140
10184,54765
10185,3611
10186,6881
10187,1200
10188,8642
10189,81832
10190,118490
10191,1528
10192,159195
10193,5896
10194,119710
10195,126248
10196,374868
10197,8495
10198,51700
10199,8710
10200,9710
10201,5271
10202,7275
10203,79608
10204,3419
10205,256764
10206,122618
10207,84460
10208,143570
10209,9866
10210,254225
10211,6157
10212,6764
10213,124359
10214,222865
10215,283659
10216,55839
10217,56672
10218,23300
10219,123775
10220,440026
10221,114780
10222,123169
10223,7702
10224,54495
10225,4239
10226,7465
10227,5598
10228,5579
10229,50810
10230,8509
10231,4176
10232,10143
10233,80323
10234,26253
10235,7551
10236,7589
10237,57494
10238,144568
10239,146227
10240,7084
10241,23423
10242,90701
10243,339302
10244,2587
10245,65084
10246,115811
10247,81565
10248,201161
10249,6236
10250,51647
10251,146845
10252,7184
10253,10904
10254,89832
10255,80063
10256,4319
10257,780776
10258,27018
10259,80975
10260,9382
10261,144100
10262,80095
10263,644353
10264,567
10265,9640
10266,113201
10267,4837
10268,164
10269,162394
10270,117155
10271,89927
10272,9665
10273,113174
10274,219539
10275,5479
10276,3948
10277,84191
10278,160287
10279,63901
10280,9768
10281,374654
10282,197257
10283,5346
10284,8800
10285,124491
10286,55897
10287,290
10288,6340
10289,348093
10290,89797
10291,348094
10292,92292
10293,162681
10294,84516
10295,54386
10296,5347
10297,10845
10298,9880
10299,6866
10300,63928
10301,23306
10302,4665
10303,23339
10304,6778
10305,219988
10306,91419
10307,114794
10308,6809
10309,54948
10310,79837
10311,54893
10312,7529
10313,84419
10314,6447
10315,26585
10316,222950
10317,81628
10318,58475
10319,115752
10320,23582
10321,2038
10322,4088
10323,374864
10324,4130
10325,91433
10326,64400
10327,10982
10328,59271
10329,4141
10330,114785
10331,245812
10332,2923
10333,11051
10334,145645
10335,4824
10336,129049
10337,150290
10338,7008
10339,150365
10340,124872
10341,5090
10342,5245
10343,6632
10344,158248
10345,201191
10346,138429
10347,162461
10348,399665
10349,80221
10350,2801
10351,26995
10352,51117
10353,10999
10354,81605
10355,51148
10356,57171
10357,388389
10358,2021
10359,51450
10360,56905
10361,57611
10362,6668
10363,10229
10364,51704
10365,1398
10366,26263
10367,23102
10368,64127
10369,83473
10370,84064
10371,7644
10372,3481
10373,257160
10374,51755
10375,64174
10376,54920
10377,51367
10378,64772
10379,146713
10380,10632
10381,125058
10382,146705
10383,4645
10384,116969
10385,10449
10386,6786
10387,6240
10388,81285
10389,55128
10390,64122
10391,112476
10392,7571
10393,126298
10394,7769
10395,7733
10396,28227
10397,79759
10398,9726
10399,79001
10400,4025
10401,55181
10402,7171
10403,4218
10404,2879
10405,90007
10406,126306
10407,199786
10408,55295
10409,54815
10410,4597
10411,81620
10412,51693
10413,29123
10414,124045
10415,124923
10416,147011
10417,6137
10418,121274
10419,784
10420,147015
10421,90313
10422,8085
10423,84940
10424,121268
10425,7846
10426,84790
10427,162963
10428,84436
10429,55762
10430,29946
10431,57701
10432,53916
10433,2819
10434,148137
10435,29785
10436,558
10437,84807
10438,341405
10439,3903
10440,57348
10441,114823
10442,148170
10443,284339
10444,116115
10445,83696
10446,7705
10447,284349
10448,94274
10449,10653
10450,90522
10451,352909
10452,8000
10453,85300
10454,1613
10455,1938
10456,10036
10457,80700
10458,84717
10459,729359
10460,10501
10461,55311
10462,64359
10463,79850
10464,51031
10465,113655
10466,2875
10467,90990
10468,124935
10469,83547
10470,5345
10471,124997
10472,63826
10473,55720
10474,162514
10475,374875
10476,124936
10477,124975
10478,84798
10479,9622
10480,3817
10481,11012
10482,55769
10483,144501
10484,55611
10485,283248
10486,51129
10487,51293
10488,84926
10489,3489
10490,8435
10491,148156
10492,4723
10493,10263
10494,254552
10495,7001
10496,7775
10497,79003
10498,283987
10499,3396
10500,10476
10501,92162
10502,2125
10503,6730
10504,146664
10505,7083
10506,137695
10507,284110
10508,84514
10509,83986
10510,90850
10511,25837
10512,64223
10513,1877
10514,1775
10515,1632
10516,57524
10517,21
10518,54442
10519,23524
10520,146434
10521,197358
10522,54949
10523,1642
10524,55048
10525,220001
10526,5866
10527,7439
10528,2495
10529,26580
10530,5436
10531,6520
10532,117245
10533,144097
10534,89849
10535,26005
10536,9881
10537,199223
10538,3921
10539,956
10540,1499
10541,54986
10542,8772
10543,4054
10544,10004
10545,29901
10546,116071
10547,55867
10548,7536
10549,5871
10550,283234
10551,51435
10552,286133
10553,10980
10554,5049
10555,124401
10556,84309
10557,57691
10558,5867
10559,55209
10560,114990
10561,8290
10562,79725
10563,4993
10564,149603
10565,84376
10566,93487
10567,54541
10568,3516
10569,55788
10570,29063
10571,125488
10572,132158
10573,2786
10574,92181
10575,28511
10576,7266
10577,359948
10578,64943
10579,440957
10580,388753
10581,3800
10582,4247
10583,648
10584,57215
10585,27249
10586,5162
10587,54899
10588,115294
10589,200845
10590,136647
10591,8309
10592,11170
10593,3660
10594,4336
10595,165904
10596,123099
10597,11280
10598,378
10599,3113
10600,4735
10601,11259
10602,84879
10603,1841
10604,6890
10605,84289
10606,23192
10607,624
10608,197259
10609,55159
10610,93107
10611,399
10612,377007
10613,91949
10614,51362
10615,10963
10616,9374
10617,55806
10618,84203
10619,11031
10620,1388
10621,80346
10622,7148
10623,203190
10624,649
10625,11273
10626,9796
10627,256309
10628,661
10629,2237
10630,8436
10631,23255
10632,124790
10633,2339
10634,347735
10635,60684
10636,1281
10637,3622
10638,55602
10639,154007
10640,79064
10641,6575
10642,83657
10643,79089
10644,11086
10645,6774
10646,90204
10647,8754
10648,2668
10649,8313
10650,4725
10651,200403
10652,90075
10653,157638
10654,753
10655,146212
10656,9122
10657,3575
10658,29100
10659,53353
10660,128488
10661,10768
10662,134218
10663,11142
10664,255743
10665,51252
10666,54910
10667,26505
10668,2948
10669,54790
10670,79867
10671,6474
10672,9677
10673,10098
10674,116236
10675,9925
10676,54921
10677,161823
10678,9836
10679,6645
10680,3592
10681,22847
10682,53407
10683,27065
10684,166793
10685,85476
10686,56884
10687,55308
10688,84913
10689,54851
10690,6439
10691,10713
10692,79155
10693,388969
10694,129303
10695,51255
10696,10791
10697,123355
10698,4144
10699,255189
10700,375704
10701,57507
10702,80723
10703,3635
10704,3954
10705,440387
10706,92305
10707,5480
10708,10251
10709,153241
10710,29091
10711,79853
10712,56947
10713,2915
10714,3965
10715,8681
10716,10815
10717,221749
10718,1876
10719,10116
10720,54951
10721,521
10722,7386
10723,84179
10724,1285
10725,5604
10726,3187
10727,3667
10728,4204
10729,65110
10730,4920
10731,367
10732,207063
10733,254778
10734,79663
10735,8623
10736,293
10737,113189
10738,25849
10739,53944
10740,90362
10741,55130
10742,84632
10743,6940
10744,22809
10745,7336
10746,23099
10747,126129
10748,255738
10749,23214
10750,146395
10751,4330
10752,27301
10753,197370
10754,90693
10755,440353
10756,5865
10757,10421
10758,284654
10759,10636
10760,26000
10761,10960
10762,148823
10763,53917
10764,27166
10765,7059
10766,11238
10767,55974
10768,1942
10769,3627
10770,23117
10771,79628
10772,8233
10773,51068
10774,154
10775,8706
10776,114787
10777,282890
10778,8988
10779,7881
10780,65008
10781,126669
10782,190
10783,55276
10784,202374
10785,11141
10786,64805
10787,150248
10788,23251
10789,2813
10790,9197
10791,10073
10792,8738
10793,25942
10794,200894
10795,5747
10796,728194
10797,5724
10798,5780
10799,4881
10800,3576
10801,6335
10802,166824
10803,6383
10804,93380
10805,83877
10806,203100
10807,59339
10808,25932
10809,151258
10810,83987
10811,196074
10812,9839
10813,5093
10814,3094
10815,285605
10816,9022
10817,283899
10818,646
10819,1677
10820,27247
10821,84168
10822,150468
10823,123207
10824,83640
10825,200558
10826,654483
10827,727851
10828,23119
10829,7798
10830,284004
10831,699
10832,83985
10833,201255
10834,1138
10835,201254
10836,10555
10837,79058
10838,2194
10839,7555
10840,4493
10841,64118
10842,2873
10843,5986
10844,51181
10845,7580
10846,9079
10847,5881
10848,145957
10849,3987
10850,123591
10851,22871
10852,202018
10853,7360
10854,3185
10855,686
10856,55454
10857,5099
10858,6091
10859,57099
10860,5028
10861,81844
10862,7480
10863,163688
10864,9185
10865,94056
10866,8460
10867,163590
10868,4071
10869,23252
10870,161725
10871,2990
10872,8019
10873,51621
10874,9758
10875,23414
10876,92595
10877,159119
10878,65988
10879,79724
10880,83756
10881,131616
10882,10746
10883,126789
10884,83443
10885,7584
10886,201798
10887,126917
10888,57555
10889,4648
10890,1107
10891,201799
10892,25924
10893,214
10894,7532
10895,10477
10896,116840
10897,58485
10898,9196
10899,285596
10900,9283
10901,375484
10902,201931
10903,442590
10904,197320
10905,123606
10906,2298
10907,7324
10908,220988
10909,23235
10910,57484
10911,9720
10912,1140
10913,2993
10914,84640
10915,9121
10916,140838
10917,255239
10918,147
10919,56985
10920,114825
10921,373509
10922,55031
10923,10015
10924,7988
10925,56246
10926,84140
10927,8427
10928,2720
10929,84520
10930,10826
10931,10491
10932,3316
10933,23587
10934,152189
10935,11337
10936,9482
10937,983
10938,7314
10939,4798
10940,2167
10941,143162
10942,56980
10943,10678
10944,2353
10945,10972
10946,6419
10947,4086
10948,2018
10949,285966
10950,9723
10951,10446
10952,7779
10953,166614
10954,91752
10955,55890
10956,130827
10957,3856
10958,136
10959,4255
10960,196410
10961,3892
10962,3035
10963,152518
10964,160518
10965,929
10966,202052
10967,79697
10968,202051
10969,57148
10970,84305
10971,51237
10972,3851
10973,9963
10974,4862
10975,3814
10976,164832
10977,53343
10978,345275
10979,5036
10980,79071
10981,5209
10982,79905
10983,23204
10984,5272
10985,57228
10986,1000
10987,153572
10988,133418
10989,10736
10990,9229
10991,6773
10992,134492
10993,26145
10994,3308
10995,375611
10996,28991
10997,6444
10998,7564
10999,83787
11000,80196
11001,98
11002,80305
11003,11016
11004,100271927
11005,9306
11006,347273
11007,162979
11008,284076
11009,5429
11010,143425
11011,3790
11012,3799
11013,2861
11014,11214
11015,55038
11016,79145
11017,94031
11018,3344
11019,84669
11020,1056
11021,8493
11022,5675
11023,25948
11024,84864
11025,51499
11026,27258
11027,9778
11028,9788
11029,79188
11030,11236
11031,6203
11032,5319
11033,54360
11034,79042
11035,2941
11036,84437
11037,4696
11038,126014
11039,85315
11040,11162
11041,26115
11042,5314
11043,120526
11044,90338
11045,55786
11046,112464
11047,341019
11048,3037
11049,80310
11050,10761
11051,1901
11052,26108
11053,80131
11054,5569
11055,286046
11056,203062
11057,2358
11058,2357
11059,9637
11060,83595
11061,53838
11062,238
11063,883
11064,4534
11065,55006
11066,3643
11067,55669
11068,100506164
11069,4902
11070,27094
11071,2525
11072,155066
11073,5581
11074,84522
11075,10474
11076,9655
11077,29071
11078,79095
11079,118812
11080,79894
11081,55657
11082,203245
11083,64080
11084,2897
11085,84233
11086,55863
11087,81603
11088,81831
11089,49861
11090,55561
11091,51282
11092,3726
11093,219738
11094,140738
11095,7364
11096,116844
11097,79801
11098,25928
11099,4884
11100,283742
11101,90594
11102,126070
11103,2548
11104,124583
11105,3777
11106,84287
11107,50515
11108,51013
11109,5223
11110,55636
11111,157570
11112,3880
11113,3866
11114,541468
11115,1184
11116,11076
11117,3752
11118,8862
11119,170627
11120,27115
11121,64979
11122,51545
11123,9
11124,283455
11125,147807
11126,4163
11127,57684
11128,92126
11129,9533
11130,171023
11131,65989
11132,54811
11133,24149
11134,93134
11135,147179
11136,84525
11137,84230
11138,26156
11139,55144
11140,138881
11141,5481
11142,255631
11143,2110
11144,59350
11145,23566
11146,5734
11147,6902
11148,4135
11149,598
11150,5356
11151,201514
11152,10316
11153,22883
11154,51523
11155,10782
11156,5293
11157,84275
11158,8507
11159,80176
11160,5031
11161,2186
11162,284307
11163,27197
11164,57449
11165,55729
11166,10287
11167,6919
11168,203859
11169,8841
11170,10243
11171,57687
11172,55092
11173,23261
11174,3960
11175,151827
11176,79029
11177,2628
11178,93426
11179,115861
11180,115727
11181,200172
11182,596
11183,83695
11184,1503
11185,85442
11186,83889
11187,92342
11188,54777
11189,1296
11190,170394
11191,29930
11192,163255
11193,10218
11194,144699
11195,5394
11196,148268
11197,4815
11198,4300
11199,55138
11200,6241
11201,51112
11202,6227
11203,55178
11204,5728
11205,6201
11206,23627
11207,246243
11208,5621
11209,128209
11210,146
11211,84978
11212,57834
11213,83660
11214,51030
11215,10517
11216,7764
11217,653464
11218,7857
11219,91647
11220,10465
11221,83450
11222,126295
