,entrezid
11223,149840
11224,221037
11225,92483
11226,11346
11227,80032
11228,115196
11229,83452
11230,7064
11231,728747
11232,2596
11233,253152
11234,3913
11235,10869
11236,5859
11237,94103
11238,8293
11239,8462
11240,131578
11241,6606
11242,9451
11243,126308
11244,51315
11245,10201
11246,54205
11247,55106
11248,794
11249,285335
11250,6356
11251,257019
11252,6641
11253,27085
11254,79736
11255,28998
11256,10892
11257,3669
11258,154141
11259,3400
11260,10663
11261,1051
11262,566
11263,10605
11264,64581
11265,375444
11266,114900
11267,257194
11268,7690
11269,140733
11270,1798
11271,682
11272,25988
11273,253782
11274,55304
11275,55352
11276,112858
11277,8708
11278,669
11279,10248
11280,199857
11281,8801
11282,80765
11283,27254
11284,10231
11285,3603
11286,64137
11287,2783
11288,220136
11289,84331
11290,9854
11291,9915
11292,55970
11293,83886
11294,51778
11295,171024
11296,150353
11297,10978
11298,143941
11299,221421
11300,150678
11301,54676
11302,55277
11303,53342
11304,10690
11305,9338
11306,7572
11307,79694
11308,142684
11309,189
11310,4299
11311,134526
11312,9158
11313,57571
11314,54971
11315,5499
11316,3054
11317,1521
11318,348938
11319,5139
11320,10125
11321,89857
11322,118487
11323,122704
11324,10924
11325,27289
11326,5883
11327,30008
11328,729092
11329,253725
11330,80194
11331,64393
11332,93550
11333,148203
11334,341116
11335,91607
11336,57175
11337,84750
11338,55222
11339,80198
11340,29942
11341,221468
11342,169270
11343,256076
11344,1072
11345,23023
11346,79612
11347,90288
11348,80011
11349,339122
11350,283985
11351,55871
11352,3222
11353,326624
11354,167227
11355,254122
11356,6169
11357,9420
11358,5916
11359,283848
11360,23491
11361,54961
11362,8824
11363,57546
11364,6670
11365,57819
11366,1657
11367,254042
11368,285268
11369,51162
11370,55191
11371,1717
11372,206338
11373,26960
11374,84153
11375,26579
11376,338692
11377,116535
11378,4615
11379,9943
11380,23133
11381,253558
11382,130
11383,100288801
11384,10524
11385,344558
11386,727936
11387,60495
11388,79877
11389,93624
11390,257236
11391,156
11392,5970
11393,132884
11394,340252
11395,283450
11396,55731
11397,54796
11398,10855
11399,27235
11400,3310
11401,51504
11402,54674
11403,22992
11404,142827
11405,203054
11406,78988
11407,64318
11408,2101
11409,29984
11410,150684
11411,65059
11412,4580
11413,111
11414,54625
11415,10800
11416,165631
11417,1163
11418,22885
11419,126868
11420,91749
11421,81839
11422,2745
11423,9657
11424,91683
11425,2804
11426,158399
11427,144195
11428,56834
11429,6623
11430,79812
11431,653784
11432,8658
11433,203523
11434,49854
11435,79660
11436,56977
11437,4296
11438,10221
11439,10089
11440,79625
11441,4973
11442,256710
11443,1605
11444,1600
11445,64801
11446,51126
11447,339834
11448,6288
11449,440574
11450,254102
11451,83591
11452,79102
11453,26472
11454,10534
11455,6599
11456,147687
11457,5797
11458,2286
11459,7423
11460,79834
11461,8793
11462,4485
11463,8794
11464,29925
11465,92597
11466,90441
11467,1464
11468,257364
11469,64859
11470,165082
11471,1106
11472,2829
11473,29903
11474,51134
11475,27284
11476,11163
11477,5091
11478,10941
11479,286205
11480,64802
11481,78999
11482,100128327
11483,6573
11484,27129
11485,9986
11486,7388
11487,80835
11488,1964
11489,100310812
11490,256643
11491,5707
11492,10149
11493,26032
11494,57493
11495,124857
11496,79703
11497,9804
11498,3267
11499,6777
11500,924
11501,1267
11502,3728
11503,9001
11504,91646
11505,10209
11506,284131
11507,57674
11508,220359
11509,81033
11510,162333
11511,1263
11512,10276
11513,23333
11514,163049
11515,80012
11516,26996
11517,84733
11518,6712
11519,27333
11520,83759
11521,84833
11522,3212
11523,114897
11524,115123
11525,126074
11526,353189
11527,5936
11528,128344
11529,152002
11530,165324
11531,220416
11532,8557
11533,9973
11534,375387
11535,84984
11536,80311
11537,200933
11538,2787
11539,253512
11540,138724
11541,947
11542,8722
11543,253827
11544,23592
11545,283951
11546,81793
11547,7096
11548,10333
11549,345757
11550,285704
11551,152877
11552,284613
11553,254359
11554,54931
11555,348180
11556,23269
11557,144577
11558,392509
11559,54872
11560,10594
11561,112
11562,387849
11563,5306
11564,9416
11565,7634
11566,741
11567,57659
11568,8711
11569,23051
11570,23612
11571,162515
11572,201232
11573,148979
11574,127435
11575,378108
11576,219833
11577,9156
11578,253959
11579,3981
11580,389524
11581,137735
11582,488
11583,55055
11584,6124
11585,10302
11586,147323
11587,402117
11588,400073
11589,26047
11590,442117
11591,582
11592,10260
11593,9543
11594,257144
11595,400986
11596,148808
11597,246330
11598,283446
11599,388730
11600,65003
11601,53833
11602,79647
11603,266743
11604,55167
11605,162968
11606,133022
11607,1240
11608,90806
11609,7368
11610,339855
11611,124152
11612,10781
11613,3177
11614,9024
11615,11041
11616,153339
11617,3952
11618,285590
11619,55196
11620,51574
11621,143282
11622,9975
11623,140886
11624,25855
11625,6138
11626,132720
11627,3265
11628,6731
11629,9610
11630,152816
11631,152815
11632,9662
11633,8322
11634,57124
11635,685
11636,5174
11637,2015
11638,201627
11639,201626
11640,11146
11641,201625
11642,10897
11643,254263
11644,126328
11645,51319
11646,152078
11647,81876
11648,81490
11649,125988
11650,285315
11651,26470
11652,253982
11653,253980
11654,9934
11655,155185
11656,2523
11657,170506
11658,26259
11659,763
11660,653808
11661,64837
11662,6580
11663,1488
11664,9435
11665,79683
11666,545
11667,11065
11668,256356
11669,80124
11670,1674
11671,149420
11672,7189
11673,55279
11674,201158
11675,56945
11676,55690
11677,65108
11678,80851
11679,388403
11680,253559
11681,28
11682,5708
11683,22843
11684,131408
11685,1466
11686,3626
11687,55486
11688,1649
11689,5095
11690,10540
11691,4878
11692,79797
11693,10106
11694,9793
11695,392
11696,10025
11697,9776
11698,148345
11699,23015
11700,146177
11701,9537
11702,378708
11703,22845
11704,254295
11705,9134
11706,85007
11707,257629
11708,1474
11709,196996
11710,162655
11711,27257
11712,8815
11713,319
11714,1139
11715,56674
11716,56675
11717,5771
11718,57758
11719,84285
11720,4087
11721,8665
11722,219749
11723,285598
11724,1212
11725,5122
11726,4023
11727,317671
11728,64770
11729,374403
11730,9092
11731,55844
11732,79772
11733,57804
11734,126364
11735,57628
11736,23529
11737,254187
11738,143630
11739,387787
11740,10008
11741,57010
11742,144245
11743,10589
11744,79836
11745,7352
11746,7351
11747,83638
11748,80227
11749,51642
11750,5870
11751,8061
11752,2072
11753,79783
11754,11007
11755,54968
11756,6199
11757,116028
11758,146691
11759,122046
11760,58492
11761,165829
11762,205251
11763,146712
11764,22877
11765,7025
11766,54998
11767,158135
11768,401505
11769,55508
11770,169841
11771,8607
11772,2810
11773,4482
11774,643677
11775,23399
11776,2118
11777,375757
11778,10458
11779,200407
11780,3234
11781,340481
11782,54084
11783,79666
11784,2
11785,379
11786,57633
11787,63893
11788,93129
11789,340359
11790,84747
11791,163259
11792,400224
11793,84617
11794,116068
11795,386724
11796,126792
11797,79898
11798,56673
11799,26471
11800,9832
11801,153364
11802,286262
11803,23630
11804,113829
11805,9807
11806,8636
11807,1479
11808,7525
11809,79643
11810,402682
11811,55254
11812,55346
11813,2877
11814,284001
11815,2290
11816,8877
11817,664
11818,339344
11819,80059
11820,79915
11821,114926
11822,342908
11823,25914
11824,414149
11825,29882
11826,339487
11827,159371
11828,7694
11829,1351
11830,255061
11831,54993
11832,79369
11833,246184
11834,3291
11835,51379
11836,6051
11837,163126
11838,63951
11839,126272
11840,9699
11841,56888
11842,84277
11843,283377
11844,155382
11845,161198
11846,161176
11847,1196
11848,254531
11849,28232
11850,284346
11851,79446
11852,112869
11853,11145
11854,148252
11855,653583
11856,222171
11857,2788
11858,205717
11859,124817
11860,9920
11861,84002
11862,84823
11863,51115
11864,51320
11865,220441
11866,4642
11867,2300
11868,9884
11869,2303
11870,627
11871,79635
11872,197322
11873,666
11874,283933
11875,401466
11876,375189
11877,8851
11878,344148
11879,80230
11880,10409
11881,374819
11882,54621
11883,284207
11884,157769
11885,55884
11886,6664
11887,7298
11888,5827
11889,170082
11890,9240
11891,56892
11892,284358
11893,23141
11894,733
11895,2524
11896,374786
11897,51301
11898,200958
11899,51078
11900,84901
11901,387758
11902,23625
11903,6470
11904,29952
11905,9632
11906,140775
11907,4524
11908,147685
11909,10522
11910,345778
11911,283232
11912,147912
11913,23403
11914,54503
11915,153129
11916,340485
11917,84942
11918,5426
11919,150368
11920,6330
11921,391
11922,64787
11923,196527
11924,403341
11925,171483
11926,440672
11927,125228
11928,6888
11929,8408
11930,284716
11931,157807
11932,6197
11933,374907
11934,80324
11935,80205
11936,347862
11937,493829
11938,11253
11939,3738
11940,8325
11941,219770
11942,162517
11943,3737
11944,7156
11945,57513
11946,253461
11947,139105
11948,64925
11949,118461
11950,221091
11951,29928
11952,3090
11953,8541
11954,64110
11955,219285
11956,5074
11957,7050
11958,125170
11959,266812
11960,167359
11961,930
11962,203111
11963,7182
11964,2828
11965,122970
11966,284119
11967,10425
11968,375316
11969,10009
11970,79413
11971,79191
11972,79751
11973,79874
11974,475
11975,79718
11976,401474
11977,9332
11978,497661
11979,55367
11980,126069
11981,6181
11982,83903
11983,3725
11984,23283
11985,79605
11986,2629
11987,28976
11988,23765
11989,57104
11990,619373
11991,57085
11992,283316
11993,222183
11994,168451
11995,283229
11996,139422
11997,54943
11998,254827
11999,977
12000,5441
12001,56975
12002,25945
12003,83650
12004,389289
12005,9772
12006,2314
12007,6666
12008,10949
12009,58529
12010,3766
12011,66005
12012,56127
12013,253639
12014,9849
12015,8269
12016,374969
12017,285267
12018,387856
12019,1176
12020,2885
12021,360023
12022,7334
12023,151188
12024,30832
12025,158056
12026,92806
12027,51272
12028,6232
12029,60626
12030,55272
12031,140461
12032,389812
12033,440836
12034,283417
12035,129852
12036,285601
12037,388886
12038,55929
12039,92949
12040,254228
12041,3615
12042,259173
12043,4291
12044,25915
12045,205327
12046,54762
12047,55620
12048,83983
12049,51027
12050,9659
12051,1662
12052,727909
12053,286187
12054,4729
12055,55152
12056,163071
12057,85460
12058,167465
12059,254251
12060,84552
12061,285676
12062,25970
12063,340152
12064,57191
12065,143888
12066,5339
12067,285498
12068,146547
12069,125919
12070,441151
12071,63917
12072,114798
12073,11180
12074,348654
12075,360200
12076,282679
12077,8834
12078,117608
12079,26251
12080,152573
12081,90637
12082,389072
12083,7766
12084,84792
12085,79962
12086,100653515
12087,57673
12088,221294
12089,2731
12090,84987
12091,157777
12092,54681
12093,196403
12094,55175
12095,404217
12096,788
12097,940
12098,9852
12099,2066
12100,4094
12101,56998
12102,8225
12103,2081
12104,2859
12105,282966
12106,80034
12107,349075
12108,84875
12109,284254
12110,23512
12111,63899
12112,115207
12113,200895
12114,54913
12115,2907
12116,7056
12117,2814
12118,729420
12119,9377
12120,415117
12121,151176
12122,57184
12123,22882
12124,1370
12125,27132
12126,220032
12127,4351
12128,375593
12129,26873
12130,339456
12131,135932
12132,124989
12133,9242
12134,81575
12135,54512
12136,147991
12137,6879
12138,285346
12139,2304
12140,5198
12141,81888
12142,79415
12143,79818
12144,399668
12145,2580
12146,51341
12147,7284
12148,127254
12149,80010
12150,80169
12151,55030
12152,6415
12153,27335
12154,114932
12155,112574
12156,161829
12157,9212
12158,317761
12159,93621
12160,285237
12161,84314
12162,23212
12163,283849
12164,205860
12165,55920
12166,283284
12167,375759
12168,132625
12169,220388
12170,54344
12171,1537
12172,5187
12173,3355
12174,160335
12175,84667
12176,2193
12177,144108
12178,256815
12179,55095
12180,80153
12181,285343
12182,2517
12183,199720
12184,144348
12185,811
12186,9500
12187,100506127
12188,143458
12189,1002
12190,440087
12191,5886
12192,388939
12193,90480
12194,199699
12195,256472
12196,5781
12197,79730
12198,203430
12199,727866
12200,23302
12201,1198
12202,2624
12203,10620
12204,203562
12205,23241
12206,255520
12207,1960
12208,257044
12209,64856
12210,50628
12211,24147
12212,54813
12213,7681
12214,10472
12215,122525
12216,81858
12217,85474
12218,144132
12219,139065
12220,3352
12221,79571
12222,4261
12223,161882
12224,247
12225,201164
12226,23580
12227,100128927
12228,144811
12229,84232
12230,340390
12231,91523
12232,9582
12233,51268
12234,144809
12235,91663
12236,117195
12237,727957
12238,9792
12239,9495
12240,284353
12241,126326
12242,163732
12243,154664
12244,204801
12245,84948
12246,23042
12247,7710
12248,22864
12249,22928
12250,151306
12251,147808
12252,55017
12253,653073
12254,79738
12255,84922
12256,22827
12257,284297
12258,79077
12259,51333
12260,10194
12261,118672
12262,122809
12263,284273
12264,197407
12265,401097
12266,253650
12267,259239
12268,255043
12269,1731
12270,54952
12271,11336
12272,221400
12273,283461
12274,66004
12275,9282
12276,81889
12277,157695
12278,1104
12279,8575
12280,223082
12281,389015
12282,125893
12283,55785
12284,347088
12285,200150
12286,4947
12287,285848
12288,124808
12289,284071
12290,2535
12291,166815
12292,3059
12293,222166
12294,23060
12295,5062
12296,285331
12297,90411
12298,283254
12299,54494
12300,1582
12301,2619
12302,23526
12303,51276
12304,144321
12305,374986
12306,3753
12307,414235
12308,8204
12309,221687
12310,85453
12311,8334
12312,387640
12313,8347
12314,151963
12315,6752
12316,84622
12317,84333
12318,146802
12319,4081
12320,55432
12321,169200
12322,387914
12323,53637
12324,80045
12325,120103
12326,253832
12327,374860
12328,124961
12329,79642
12330,3225
12331,389840
12332,5464
12333,389362
12334,79929
12335,10224
12336,64388
12337,160298
12338,6748
12339,84698
12340,126375
12341,404093
12342,23513
12343,23510
12344,728294
12345,5021
12346,55783
12347,286077
12348,137209
12349,23760
12350,90843
12351,255252
12352,64928
12353,283554
12354,166379
12355,284406
12356,286006
12357,1728
12358,64782
12359,79147
12360,126003
12361,9501
12362,284439
12363,343413
12364,124512
12365,284129
12366,25994
12367,1129
12368,390072
12369,225689
12370,79813
12371,9370
12372,2149
12373,286075
12374,4869
12375,64219
12376,55526
12377,5179
12378,92815
12379,155061
12380,5430
12381,284427
12382,219902
12383,23401
12384,284114
12385,79692
12386,347736
12387,341208
12388,388341
12389,6357
12390,91351
12391,163183
12392,79701
12393,100287171
12394,9625
12395,23109
12396,168544
12397,339500
12398,55076
12399,5912
12400,57621
12401,84282
12402,79777
12403,6448
12404,10586
12405,2187
12406,29072
12407,259236
12408,399664
12409,51649
12410,64582
12411,79008
12412,342850
12413,9966
12414,286128
12415,7262
12416,285973
12417,284459
12418,5324
12419,286451
12420,26137
12421,205428
12422,90355
12423,57463
12424,2827
12425,169693
12426,6478
12427,22820
12428,575
12429,285195
12430,84967
12431,768211
12432,64864
12433,55343
12434,10193
12435,6517
12436,200205
12437,1366
12438,79673
12439,94039
12440,134553
12441,84890
12442,51287
12443,5571
12444,64785
12445,91050
12446,64963
12447,6635
12448,219790
12449,55228
12450,51363
12451,124590
12452,25834
12453,3418
12454,91304
12455,7485
12456,84629
12457,220382
12458,161291
12459,28955
12460,441234
12461,55505
12462,375061
12463,11022
12464,7562
12465,9798
12466,375748
12467,64975
12468,64764
12469,286530
12470,8633
12471,283989
12472,56963
12473,401036
12474,7318
12475,51021
12476,348378
12477,5890
12478,23641
12479,51329
12480,2131
12481,6472
12482,81532
12483,84439
12484,10159
12485,124637
12486,202134
12487,25825
12488,7325
12489,23336
12490,2567
12491,338322
12492,55137
12493,284359
12494,338707
12495,8905
12496,65265
12497,285429
12498,342945
12499,3770
12500,26233
12501,716
12502,388323
12503,100652824
12504,143879
12505,54059
12506,2055
12507,55344
12508,11247
12509,785
12510,122553
12511,161779
12512,55666
12513,50801
12514,128553
12515,147968
12516,23265
12517,3838
12518,402415
12519,633
12520,79598
12521,340596
12522,2242
12523,51218
12524,90736
12525,387332
12526,439921
12527,3985
12528,84975
12529,338879
12530,55256
12531,201965
12532,6304
12533,11248
12534,1436
12535,2049
12536,170487
12537,389084
12538,22906
12539,83882
12540,23236
12541,348235
12542,4692
12543,50863
12544,7267
12545,9312
12546,283870
12547,492311
12548,25987
12549,100272147
12550,302
12551,9628
12552,3214
12553,164091
12554,5069
12555,51335
12556,2894
12557,6218
12558,55231
12559,1397
12560,55794
12561,64746
12562,29035
12563,345557
12564,284013
12565,79087
12566,3932
12567,80781
12568,8241
12569,2747
12570,6165
12571,6000
12572,83733
12573,170960
12574,56849
12575,28970
12576,80254
12577,280664
12578,6734
12579,2130
12580,161753
12581,10473
12582,221178
12583,10052
12584,25904
12585,9112
12586,389114
12587,23705
12588,162967
12589,144608
12590,5831
12591,84316
12592,124976
12593,161
12594,6546
12595,89874
12596,18
12597,1468
12598,57118
12599,729540
12600,145748
12601,164684
12602,150084
12603,125061
12604,2621
12605,166752
12606,4703
12607,57596
12608,10082
12609,389337
12610,64478
12611,11251
12612,285753
12613,53820
12614,2842
12615,125111
12616,5877
12617,338773
12618,2188
12619,83698
12620,91689
12621,4166
12622,388468
12623,10856
12624,390637
12625,100507436
12626,29119
12627,150221
12628,754
12629,51428
12630,140701
12631,160777
12632,5343
12633,9802
12634,147372
12635,9403
12636,27439
12637,9831
12638,203068
12639,284656
12640,202243
12641,552900
12642,54880
12643,8690
12644,219621
12645,163351
12646,158358
12647,341277
12648,2275
12649,5367
12650,100128569
12651,126075
12652,345193
12653,9284
12654,10946
12655,391712
12656,2903
12657,728340
12658,140460
12659,646892
12660,11219
12661,29933
12662,4600
12663,57634
12664,84206
12665,54855
12666,493753
12667,51118
12668,8624
12669,253143
12670,253190
12671,54039
12672,6048
12673,84193
12674,388121
12675,84133
12676,23194
12677,128989
12678,653604
12679,119559
12680,84734
12681,116541
12682,220929
12683,56941
12684,1232
12685,8214
12686,94137
12687,399949
12688,348327
12689,4707
12690,64410
12691,407738
12692,55039
12693,5678
12694,2825
12695,353500
12696,10189
12697,359845
12698,80258
12699,9241
12700,7378
12701,84851
12702,10186
12703,146223
12704,23585
12705,29110
12706,23466
12707,346389
12708,123876
12709,10607
12710,390928
12711,83999
12712,10293
12713,11200
12714,150209
12715,57528
12716,10317
12717,80139
12718,51807
12719,100288332
12720,90187
12721,283298
12722,221303
12723,389677
